text,difficulty
Complete the analogy: Pedometer : Distance :: Barometer : ?,Hard
Complete the analogy: Inning : Cricket :: Set : ?,Medium
Complete the analogy: Ophthalmologist : Eyes :: Dermatologist : ?,Medium
Complete the analogy: Chronometer : Time :: Seismograph : ?,Hard
Complete the analogy: Autobiography : Self :: Biography : ?,Medium
Complete the analogy: Parliament : Britain :: Congress : ?,Easy
Complete the analogy: Stalactite : Ceiling :: Stalagmite : ?,Hard
Complete the analogy: Numismatics : Coins :: Philately : ?,Medium
Complete the analogy: Archipelago : Islands :: Bouquet : ?,Medium
Complete the analogy: Stethoscope : Heartbeat :: Sphygmomanometer : ?,Hard
Complete the analogy: Conclave : Cardinals :: Parliament : ?,Hard
Complete the analogy: Ornithology : Birds :: Herpetology : ?,Hard
Complete the analogy: Lachrymose : Tears :: Irascible : ?,Hard
Complete the analogy: Lexicon : Words :: Anthology : ?,Hard
Complete the analogy: Regicide : King :: Patricide : ?,Hard
Complete the analogy: Ephemeral : Lasting :: Diurnal : ?,Hard
Complete the analogy: Cartographer : Maps :: Choreographer : ?,Medium
Spot the error: (A)She goes (B)to the market (C)every Sundays (D)with her mother.,Medium
Spot the error: (A)He works (B)hard to (C)support his (D)family's needs since years.,Hard
Spot the error: (A)The committee (B)have decided (C)to postpone (D)the meeting.,Hard
Spot the error: (A)Neither John (B)nor his friends (C)was present (D)at the event.,Hard
Spot the error: (A)One of the (B)students who (C)was late (D)were punished.,Hard
Spot the error: (A)He is (B)one of the (C)best student (D)in the class.,Medium
Spot the error: (A)She bought (B)a very expensive (C)furnitures (D)for her home.,Medium
Spot the error: (A)He has been (B)working here (C)since (D)three years.,Medium
Spot the error: (A)He told me (B)that he is (C)going to Delhi (D)the next day.,Hard
Spot the error: (A)She could (B)not help (C)but to cry (D)at the news.,Hard
Spot the error: (A)He is (B)too weak (C)that he cannot (D)carry this box.,Hard
Spot the error: (A)She has (B)lived in this (C)city since (D)ten years.,Medium
Spot the error: (A)He is (B)the most (C)unique artist (D)in the country.,Hard
Spot the error: (A)No sooner (B)did he arrive (C)when the (D)meeting started.,Hard
Spot the error: (A)The news (B)about the accident (C)were (D)shocking.,Medium
Spot the error: (A)I am (B)used to (C)sleep (D)late at night.,Medium
"Spot the error: (A)Between the (B)two candidates, (C)she is (D)the most qualified.",Hard
Spot the error: (A)He congratulated (B)me for (C)winning the (D)gold medal.,Hard
"Spot the error: (A)Despite of (B)his efforts, (C)he could not (D)pass the exam.",Medium
Spot the error: (A)She is (B)more smarter (C)than her (D)elder sister.,Easy
Spot the error: (A)He denied (B)to have (C)taken the (D)money.,Hard
Spot the error: (A)They discussed (B)about the (C)plan for (D)the new project.,Medium
Spot the error: (A)She is (B)looking forward (C)to meet (D)her old friends.,Hard
Spot the error: (A)He is (B)good in (C)both science (D)and mathematics.,Medium
Spot the error: (A)She (B)has wrote (C)three novels (D)so far.,Easy
Spot the error: (A)He made (B)me to (C)complete the (D)assignment.,Hard
Spot the error: (A)She is (B)my oldest (C)sister of (D)the two.,Hard
Spot the error: (A)He as well as (B)his friends (C)are responsible (D)for this mistake.,Hard
Spot the error: (A)I (B)am knowing (C)him for (D)five years.,Medium
Spot the error: (A)She was (B)too tired (C)that she could (D)not walk further.,Hard
Find the one word substitution for: A person who cannot be corrected,Medium
Find the one word substitution for: One who walks in sleep,Hard
Find the one word substitution for: A speech made by a person on the verge of death,Hard
Find the one word substitution for: One who eats human flesh,Medium
Find the one word substitution for: A person who talks excessively,Hard
Find the one word substitution for: Fear of fire,Medium
Find the one word substitution for: A person who is unable to sleep,Easy
Find the one word substitution for: Words written on a tombstone,Medium
Find the one word substitution for: One who studies the origin and history of words,Hard
Find the one word substitution for: Government by the people,Easy
Find the one word substitution for: A person who pretends to be someone else,Medium
Find the one word substitution for: Study of ancient writing,Hard
Find the one word substitution for: One who collects postage stamps,Medium
Find the one word substitution for: Murder of a brother,Hard
Find the one word substitution for: A person living permanently in a foreign country,Hard
"Find the one word substitution for: One who is not influenced by feelings, emotions, or pleasure",Hard
Find the one word substitution for: Government by a small group of people,Medium
Find the one word substitution for: A place where coins are made,Medium
Find the one word substitution for: One who believes in no god,Easy
Find the one word substitution for: One who can use both hands equally well,Medium
Find the one word substitution for: The first public speech delivered by a person,Hard
Find the one word substitution for: A remedy for all diseases,Medium
Find the one word substitution for: One who travels from place to place,Hard
Find the one word substitution for: Study of birds,Medium
Find the one word substitution for: Killing of a king,Hard
Find the one word substitution for: One who hates women,Hard
Find the one word substitution for: Science of heredity,Easy
Find the one word substitution for: One who is indifferent to pain or pleasure,Hard
Find the one word substitution for: A place where dead bodies are kept,Hard
Find the one word substitution for: One who repairs watches,Hard
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: What does biodiversity encompass?",Easy
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: What percentage of Earth's surface do tropical rainforests cover?",Medium
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: How much faster are species disappearing compared to the natural background rate?",Hard
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: Which of the following is NOT mentioned as a human activity threatening biodiversity?",Hard
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: What do scientists warn could happen if species loss continues?",Medium
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: What ecosystem service does biodiversity NOT provide according to the passage?",Hard
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: What does 'genetic diversity within species' refer to?",Hard
"PASSAGE: Biodiversity refers to the variety of life forms found on Earth, encompassing millions of species of plants, animals, fu...

Q: Tropical rainforests harbor more than half of world species despite covering:",Medium
"In today's world, technology has become _____ (1) of our lives. From smartphones to smart homes, devices are _____ (2) every aspect of human existence. While this brings tremendous convenience, it also raises concerns about _____ (3) and mental health. SELECT WORD FOR BLANK (1):",Easy
"In today's world, technology has become _____ of our lives. From smartphones to smart homes, devices are _____ (2) every aspect of human existence. While this brings tremendous convenience, it also raises concerns about privacy and mental health. SELECT WORD FOR BLANK (2):",Medium
"Education is the most powerful _____ (1) one can use to change the world. It empowers individuals, reduces poverty, and builds a foundation for a _____ (2) society. However, millions of children worldwide still lack _____ (3) to quality education. SELECT WORD FOR BLANK (1):",Easy
"Education is the most powerful weapon one can use to change the world. It empowers individuals, reduces poverty, and builds a foundation for a _____ (2) society. SELECT WORD FOR BLANK (2):",Easy
"The city had grown rapidly over the past decade. Skyscrapers now _____ (1) the skyline where rice fields once _____ (2). The transformation was _____ (3), but it came with the cost of displacing thousands of farmers. SELECT WORD FOR BLANK (1):",Medium
The city had grown rapidly. Skyscrapers now dominated the skyline where rice fields once _____ (2) stretched endlessly. SELECT WORD FOR BLANK (2):,Hard
"Scientists have long _____ (1) the idea that humans are the only species capable of complex problem-solving. Recent studies, however, have _____ (2) that crows, dolphins, and elephants also exhibit remarkable _____ (3). SELECT WORD FOR BLANK (1):",Hard
Scientists have long held the idea that humans alone solve complex problems. Recent studies have _____ (2) that crows and elephants also exhibit remarkable intelligence. SELECT WORD FOR BLANK (2):,Medium
"The global economy is undergoing a major _____ (1). Automation and artificial intelligence are _____ (2) traditional jobs, forcing workers to _____ (3) new skills to remain relevant. SELECT WORD FOR BLANK (1):",Medium
"The global economy is undergoing a major transition. Automation and AI are _____ (2) traditional jobs, forcing workers to acquire new skills. SELECT WORD FOR BLANK (2):",Easy
"Reading fiction has been shown to _____ (1) empathy. When readers _____ (2) themselves in the lives of characters, they develop a deeper understanding of perspectives different from their _____ (3). SELECT WORD FOR BLANK (1):",Medium
"Reading fiction enhances empathy. When readers _____ (2) themselves in the lives of characters, they understand different perspectives. SELECT WORD FOR BLANK (2):",Medium
"Climate negotiations have repeatedly _____ (1) to produce binding commitments. While leaders acknowledge the _____ (2) of the crisis, domestic politics often _____ (3) international cooperation. SELECT WORD FOR BLANK (1):",Hard
"Climate negotiations have repeatedly failed. While leaders acknowledge the _____ (2) of the crisis, domestic politics obstructs cooperation. SELECT WORD FOR BLANK (2):",Hard
"Mental health awareness has grown _____ (1) in recent years. Society is slowly _____ (2) the stigma that once surrounded mental illness, making it easier for individuals to _____ (3) help. SELECT WORD FOR BLANK (1):",Medium
Choose the word correctly spelt:,Easy
Choose the word correctly spelt:,Medium
Choose the word correctly spelt:,Hard
Choose the correctly spelt word:,Medium
Choose the correctly spelt word:,Hard
Choose the correctly spelt word:,Easy
Which word is the PLURAL of 'phenomenon'?,Medium
Which is the correct plural of 'criterion'?,Medium
Which word correctly fills: 'He _____ me to take the job.',Medium
What is the noun form of 'describe'?,Easy
What is the adjective form of 'nation'?,Easy
Choose the correct preposition: 'She is good _____ mathematics.',Medium
Choose the correct preposition: 'He died _____ cancer.',Hard
Choose the correct preposition: 'She was absent _____ the meeting.',Easy
Choose the correct preposition: 'He is addicted _____ gaming.',Easy
Which sentence uses 'since' correctly?,Medium
Which sentence uses 'affect' correctly?,Easy
Which sentence uses 'principal' correctly?,Medium
Choose the correctly structured conditional sentence:,Medium
"Which is the correct reported speech for: He said, 'I am happy'?",Hard
Which sentence correctly uses 'hardly'?,Medium
Choose the correct form: 'The team _____ won the match.',Medium
Which is the correct passive of 'They built the bridge in 1990'?,Easy
Which sentence uses the gerund correctly?,Easy
Choose the correct sentence with 'either...or':,Hard
Which sentence is in the pluperfect (past perfect) tense?,Medium
Choose the synonym of: PERSPICACIOUS,Hard
Choose the synonym of: LOQUACIOUS,Medium
Choose the synonym of: PERSPICUOUS,Hard
Choose the synonym of: OBSEQUIOUS,Hard
Choose the synonym of: SYCOPHANT,Hard
